,pelicula_id,overview,clstr_b,clstr_a
28013,36251,Twin sisters Emma and Sam come up with a scheme to switch places so each can play in the soccer team they prefer.,4.0,3.0
28015,29083,A wacky free-for-all comedy about the riotous rivalry between snobby skiers and knuckle-dragging snowboarders.,4.0,3.0
28018,42185,"When an accidental death verdict is given on discovery of the remains of a top scientist, within the stomach of a hammerhead shark his closest friend Marine Biologist Steven McRay is not happy with the explanation and travels to investigate further, where he discovers that his friend's death was not an isolated incident, and that the local population have been terrorised by a rash of shark attacks.Developments in scientific technology had allowed experts to predict the pattern and likelihood of Shark Attacks, but now it seems that they may also be able to actually control these factors, rendering at their disposal the ultimate Killing machine.Enjoy the water... you may never want to go in the sea again!",4.0,3.0
28029,48193,"The Fighting Eagle returns again, sans Thong, to the legendary realm of Dragor to do battle with Phaedra, an evil sorceress. Her main weapon is an unstoppable warrior, known as the Master of the Sword, who continuously battles Ator to a draw, until finally revealing his secret connection to the Blademaster.",4.0,3.0
28030,48193,"The Fighting Eagle returns again, sans Thong, to the legendary realm of Dragor to do battle with Phaedra, an evil sorceress. Her main weapon is an unstoppable warrior, known as the Master of the Sword, who continuously battles Ator to a draw, until finally revealing his secret connection to the Blademaster.",4.0,3.0
28031,48193,"The Fighting Eagle returns again, sans Thong, to the legendary realm of Dragor to do battle with Phaedra, an evil sorceress. Her main weapon is an unstoppable warrior, known as the Master of the Sword, who continuously battles Ator to a draw, until finally revealing his secret connection to the Blademaster.",4.0,3.0
28073,29812,"When teacher Randall Thomasson is killed during a carjacking, an unexpected visitor shows up at his funeral - his estranged brother, Karl Thomasson (Treat Williams). An ex-Green Beret turned mercenary. Karl signs on as a new substitute teacher in order to investigate Randall's murder.",4.0,3.0
28074,29812,"When teacher Randall Thomasson is killed during a carjacking, an unexpected visitor shows up at his funeral - his estranged brother, Karl Thomasson (Treat Williams). An ex-Green Beret turned mercenary. Karl signs on as a new substitute teacher in order to investigate Randall's murder.",4.0,3.0
28075,29812,"When teacher Randall Thomasson is killed during a carjacking, an unexpected visitor shows up at his funeral - his estranged brother, Karl Thomasson (Treat Williams). An ex-Green Beret turned mercenary. Karl signs on as a new substitute teacher in order to investigate Randall's murder.",4.0,3.0
28081,50687,"A female cop is gunned down and wrongly accused of using excessive force in a hostage rescue attempt. Maniac cop returns from the dead once more to seek revenge, destroying everthing and anyone that stands in his way.",4.0,3.0
28082,50687,"A female cop is gunned down and wrongly accused of using excessive force in a hostage rescue attempt. Maniac cop returns from the dead once more to seek revenge, destroying everthing and anyone that stands in his way.",4.0,3.0
28083,50687,"A female cop is gunned down and wrongly accused of using excessive force in a hostage rescue attempt. Maniac cop returns from the dead once more to seek revenge, destroying everthing and anyone that stands in his way.",4.0,3.0
28094,185110,"After spending over half his life in prison, ex-hitman Kunihiro is determined to go straight. But the shortcomings of the new gangs mean that he is soon having to call on his old-school yakuza talents. And when he falls for Asako, a beautiful piano player, she unknowingly ignites a fire within Kuni that will immolate everything and everybody around him. Regarded by many as his masterpiece, Onibi has all the hallmarks of a Mochizuki film, with the gangster elements tightly compressed and controlled to allow space in which a subdued romance can bloom. Coming from a background in porno cinema, this master of sexual relations injects a fresh passion and tension into the macho world of the yakuza film.",4.0,3.0
28095,185110,"After spending over half his life in prison, ex-hitman Kunihiro is determined to go straight. But the shortcomings of the new gangs mean that he is soon having to call on his old-school yakuza talents. And when he falls for Asako, a beautiful piano player, she unknowingly ignites a fire within Kuni that will immolate everything and everybody around him. Regarded by many as his masterpiece, Onibi has all the hallmarks of a Mochizuki film, with the gangster elements tightly compressed and controlled to allow space in which a subdued romance can bloom. Coming from a background in porno cinema, this master of sexual relations injects a fresh passion and tension into the macho world of the yakuza film.",4.0,3.0
28106,65615,"The lines between love, sex, and politics become hopelessly blurred in this French drama.",4.0,3.0
28182,136663,"In Israel's Central Prison, the security officer is corrupt, supplying drugs and stirring the hatred between Jewish and Arab prisoners to his advantage. Uri, in for 12 years for armed robbery, and Issan, in for 50 years for PLO violence, command the respect of their cells. When the Arabs are framed for the murder of a Jewish prisoner and a young inmate commits suicide rather than lie about what happened, Uri and Issan form an unlikely partnership, leading the security block on a strike. Prison officials try to break it. In the background are Uri's daughter and Issan's wife, women of beauty and passion who embody the distance from inside a cell to the outside.",4.0,3.0
28198,63039,"In the Biblical story from Genesis, God floods the world as Noah rescues his family and the animals in a gigantic ark.",4.0,3.0
28200,30554,"Julia is babysitting two young kids while a doctor and his wife are out. During the evening, a stranger knocks on the door asking Julia if she can call the auto club so he can get a tow. The phone line is dead though. This is all part of the act as he has made his way inside and abducted the two children.",4.0,3.0
28201,30554,"Julia is babysitting two young kids while a doctor and his wife are out. During the evening, a stranger knocks on the door asking Julia if she can call the auto club so he can get a tow. The phone line is dead though. This is all part of the act as he has made his way inside and abducted the two children.",4.0,3.0
28212,52627,"In the future, as a result of devastating wars, all suitable for cultivation of land turned into one big lifeless desert. In the search of fertile lands around the world were traveling group of nomadic farmers. But one of the distant city genesis in these lands came cyborgs. For the operation they need human resources, or more simply - blood. To combat this army of Vampire creator has been sent cyborg Gabriel (Christopherson). In this he will help the girl Nea (Long), whose parents as a child killed the main villain - Job (Henriksen).",4.0,3.0
